EpiRR Ordering,EpiRR,Biospecimen Disease,Broad Biospecimen Label,Broad Colour,Intermediate Biospecimen Label,Intermediate Colour,Curated Biospecimen Label
785,IHECRE00001426.1,Cancer,peripheral blood,"231,120,104",venous blood,"226,84,64",Chronic Lymphocytic Leukemia
786,IHECRE00000297.2,Cancer,peripheral blood,"231,120,104",venous blood,"226,84,64",Chronic Lymphocytic Leukemia
787,IHECRE00001407.1,Cancer,peripheral blood,"231,120,104",venous blood,"226,84,64",Chronic Lymphocytic Leukemia
788,IHECRE00001454.1,Cancer,peripheral blood,"231,120,104",venous blood,"226,84,64",Chronic Lymphocytic Leukemia
789,IHECRE00001485.1,Cancer,peripheral blood,"231,120,104",venous blood,"226,84,64",Chronic Lymphocytic Leukemia
790,IHECRE00001529.1,Cancer,peripheral blood,"231,120,104",venous blood,"226,84,64",Chronic Lymphocytic Leukemia
791,IHECRE00001379.1,Cancer,peripheral blood,"231,120,104",venous blood,"226,84,64",Mantle Cell Lymphoma
792,IHECRE00001460.1,Cancer,peripheral blood,"231,120,104",venous blood,"226,84,64",Mantle Cell Lymphoma
793,IHECRE00001526.1,Cancer,peripheral blood,"231,120,104",venous blood,"226,84,64",Mantle Cell Lymphoma
794,IHECRE00001315.1,Cancer,peripheral blood,"231,120,104",venous blood,"226,84,64",Mantle Cell Lymphoma
795,IHECRE00001467.1,Cancer,peripheral blood,"231,120,104",venous blood,"226,84,64",Mantle Cell Lymphoma
796,IHECRE00001458.1,Cancer,peripheral blood,"231,120,104",venous blood,"226,84,64",T-Cell Prolymphocytic Leukemia
797,IHECRE00001517.1,Cancer,peripheral blood,"231,120,104",venous blood,"226,84,64",T-Cell Prolymphocytic Leukemia
798,IHECRE00001488.1,Cancer,peripheral blood,"231,120,104",venous blood,"226,84,64",T-Cell Prolymphocytic Leukemia
799,IHECRE00001256.1,Cancer,peripheral blood,"231,120,104",capillary blood,"228,102,84",T-Cell Acute Lymphoblastic Leukemia
800,IHECRE00001503.1,Cancer,peripheral blood,"231,120,104",capillary blood,"228,102,84",T-Cell Acute Lymphoblastic Leukemia
801,IHECRE00001385.1,Cancer,peripheral blood,"231,120,104",capillary blood,"228,102,84",T-Cell Acute Lymphoblastic Leukemia
802,IHECRE00001301.1,Cancer,peripheral blood,"231,120,104",capillary blood,"228,102,84",T-Cell Acute Lymphoblastic Leukemia
803,IHECRE00001327.1,Cancer,peripheral blood,"231,120,104",capillary blood,"228,102,84",T-Cell Acute Lymphoblastic Leukemia
804,IHECRE00000253.2,Cancer,peripheral blood,"231,120,104",capillary blood,"228,102,84",T-Cell Acute Lymphoblastic Leukemia
805,IHECRE00001496.1,Cancer,peripheral blood,"231,120,104",capillary blood,"228,102,84",T-Cell Acute Lymphoblastic Leukemia
806,IHECRE00001304.1,Cancer,peripheral blood,"231,120,104",capillary blood,"228,102,84",T-Cell Acute Lymphoblastic Leukemia
807,IHECRE00001417.1,Cancer,peripheral blood,"231,120,104",capillary blood,"228,102,84",T-Cell Acute Lymphoblastic Leukemia
808,IHECRE00001267.1,Cancer,peripheral blood,"231,120,104",capillary blood,"228,102,84",T-Cell Acute Lymphoblastic Leukemia
809,IHECRE00001004.4,Cancer,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Chronic Myelogenous Leukemia
810,IHECRE00002768.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Committed Progenitor
811,IHECRE00002769.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Committed Progenitor
812,IHECRE00002770.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Committed Progenitor
813,IHECRE00000038.3,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Common Lymphoid Progenitor
814,IHECRE00000148.3,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Common Lymphoid Progenitor
815,IHECRE00000149.3,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Common Lymphoid Progenitor
816,IHECRE00000182.3,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Common Lymphoid Progenitor
817,IHECRE00002744.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Common Lymphoid Progenitor
818,IHECRE00002745.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Common Lymphoid Progenitor
819,IHECRE00000047.3,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Common Myeloid Progenitor
820,IHECRE00000069.3,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Common Myeloid Progenitor
821,IHECRE00000074.3,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Common Myeloid Progenitor
822,IHECRE00002748.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Common Myeloid Progenitor
823,IHECRE00002749.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Common Myeloid Progenitor
824,IHECRE00003834.5,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Erythroid Progenitor Cell
825,IHECRE00001509.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Erythroid Progenitor Cell
826,IHECRE00001550.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Erythroid Progenitor Cell
827,IHECRE00000036.3,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Granulocyte Monocyte Progenitor
828,IHECRE00000098.3,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Granulocyte Monocyte Progenitor
829,IHECRE00000164.3,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Granulocyte Monocyte Progenitor
830,IHECRE00002751.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Granulocyte Monocyte Progenitor
831,IHECRE00003838.5,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Granulocyte Monocyte Progenitor
832,IHECRE00002753.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Granulocyte Multipotent Progenitor
833,IHECRE00002754.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Granulocyte Multipotent Progenitor
834,IHECRE00002755.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Granulocyte Multipotent Progenitor
835,IHECRE00000237.3,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Haematopoietic Stem Cell
836,IHECRE00002759.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Haematopoietic Stem Cell
837,IHECRE00002760.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Haematopoietic Stem Cell
838,IHECRE00002761.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Haematopoietic Stem Cell
839,IHECRE00002763.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Haematopoietic Stem Cell
840,IHECRE00000067.3,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Haematopoietic Stem Cell
841,IHECRE00000068.3,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Haematopoietic Stem Cell
842,IHECRE00000167.3,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Haematopoietic Stem Cell
843,IHECRE00002756.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Haematopoietic Stem Cell
844,IHECRE00002757.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Haematopoietic Stem Cell
845,IHECRE00002758.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Haematopoietic Stem Cell
846,IHECRE00002764.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Haematopoietic Stem Cell
847,IHECRE00002765.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Haematopoietic Stem Cell
848,IHECRE00002766.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Haematopoietic Stem Cell
849,IHECRE00002767.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Haematopoietic Stem Cell
850,IHECRE00003837.4,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Haematopoietic Stem Cell
851,IHECRE00002743.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Lymphoid Progenitor
852,IHECRE00002746.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Lymphoid Progenitor
853,IHECRE00002782.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Lymphoid Progenitor
854,IHECRE00002791.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Lymphoid Progenitor
855,IHECRE00000154.3,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Megakaryocyte Erythroid Progenitor
856,IHECRE00000079.3,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Megakaryocyte Erythroid Progenitor
857,IHECRE00000150.3,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Megakaryocyte Erythroid Progenitor
858,IHECRE00003825.5,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Megakaryocyte Erythroid Progenitor
859,IHECRE00002776.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Multipotent Lymphoid Progenitor
860,IHECRE00002777.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Multipotent Lymphoid Progenitor
861,IHECRE00002778.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Multipotent Lymphoid Progenitor
862,IHECRE00002779.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Multipotent Lymphoid Progenitor
863,IHECRE00002780.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Multipotent Lymphoid Progenitor
864,IHECRE00002781.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Multipotent Lymphoid Progenitor
865,IHECRE00002784.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Multipotent Lymphoid Progenitor
866,IHECRE00002785.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Multipotent Lymphoid Progenitor
867,IHECRE00002786.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Multipotent Lymphoid Progenitor
868,IHECRE00002788.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Multipotent Lymphoid Progenitor
869,IHECRE00002789.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Multipotent Lymphoid Progenitor
870,IHECRE00002790.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Multipotent Lymphoid Progenitor
871,IHECRE00002796.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Multipotent Progenitor
872,IHECRE00002797.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Multipotent Progenitor
873,IHECRE00002798.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Multipotent Progenitor
874,IHECRE00000089.3,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Multipotent Progenitor
875,IHECRE00000115.3,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Multipotent Progenitor
876,IHECRE00002795.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Multipotent Progenitor
877,IHECRE00002799.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Multipotent Progenitor
878,IHECRE00002800.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Multipotent Progenitor
879,IHECRE00002801.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Multipotent Progenitor
880,IHECRE00002802.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Multipotent Progenitor
881,IHECRE00002803.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Multipotent Progenitor
882,IHECRE00002804.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Multipotent Progenitor
883,IHECRE00000042.3,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Multipotent Progenitor
884,IHECRE00000926.6,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Myeloid Progenitor
885,IHECRE00001044.7,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Myeloid Progenitor
886,IHECRE00002747.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Myeloid Progenitor
887,IHECRE00000989.7,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Myeloid Progenitor
888,IHECRE00002750.1,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Myeloid Progenitor
889,IHECRE00000932.6,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Myeloid Progenitor
890,IHECRE00003826.4,Healthy/None,hematopoietic cell,"224,67,44",hematopoietic cell,"224,67,44",Myeloid Progenitor
891,IHECRE00001309.1,Cancer,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",Acute Lymphoblastic Leukemia
892,IHECRE00001310.1,Cancer,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",Acute Lymphoblastic Leukemia
893,IHECRE00001365.1,Cancer,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",Acute Lymphoblastic Leukemia
894,IHECRE00001366.1,Cancer,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",Acute Lymphoblastic Leukemia
895,IHECRE00001368.1,Cancer,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",Acute Lymphoblastic Leukemia
896,IHECRE00001392.1,Cancer,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",Acute Lymphoblastic Leukemia
897,IHECRE00001437.1,Cancer,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",Acute Lymphoblastic Leukemia
898,IHECRE00001449.1,Cancer,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",Acute Lymphoblastic Leukemia
899,IHECRE00001468.1,Cancer,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",Acute Lymphoblastic Leukemia
900,IHECRE00000327.2,Cancer,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",Acute Lymphoblastic Leukemia
901,IHECRE00000676.1,Cancer,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",Acute Lymphoblastic Leukemia
902,IHECRE00000717.1,Cancer,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",Acute Lymphoblastic Leukemia
903,IHECRE00000843.1,Cancer,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",Acute Lymphoblastic Leukemia
904,IHECRE00001445.1,Cancer,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",Acute Lymphoblastic Leukemia
905,IHECRE00001292.1,Cancer,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",Acute Lymphoblastic Leukemia
906,IHECRE00001322.1,Cancer,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",Acute Lymphoblastic Leukemia
907,IHECRE00001380.1,Cancer,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",Acute Lymphoblastic Leukemia
908,IHECRE00001480.1,Cancer,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",Acute Lymphoblastic Leukemia
909,IHECRE00001370.1,Cancer,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",Acute Lymphoblastic Leukemia
910,IHECRE00000653.1,Disease,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",B Lymphocyte
911,IHECRE00000748.1,Disease,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",B Lymphocyte
912,IHECRE00000815.1,Disease,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",B Lymphocyte
913,IHECRE00000822.1,Disease,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",B Lymphocyte
914,IHECRE00000834.1,Disease,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",B Lymphocyte
915,IHECRE00000853.1,Disease,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",B Lymphocyte
916,IHECRE00000863.1,Disease,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",B Lymphocyte
917,IHECRE00000885.1,Disease,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",B Lymphocyte
918,IHECRE00000888.1,Disease,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",B Lymphocyte
919,IHECRE00000894.1,Disease,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",B Lymphocyte
920,IHECRE00001975.1,Disease,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",B Lymphocyte
921,IHECRE00002019.1,Disease,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",B Lymphocyte
922,IHECRE00002073.1,Disease,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",B Lymphocyte
923,IHECRE00002081.1,Disease,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",B Lymphocyte
924,IHECRE00002083.1,Disease,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",B Lymphocyte
925,IHECRE00000698.1,Disease,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",B Lymphocyte
926,IHECRE00000730.1,Disease,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",B Lymphocyte
927,IHECRE00000731.1,Disease,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",B Lymphocyte
928,IHECRE00000763.1,Disease,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",B Lymphocyte
929,IHECRE00000787.1,Disease,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",B Lymphocyte
930,IHECRE00000809.1,Disease,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",B Lymphocyte
931,IHECRE00000896.1,Disease,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",B Lymphocyte
932,IHECRE00002025.1,Disease,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",B Lymphocyte
933,IHECRE00002066.1,Disease,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",B Lymphocyte
934,IHECRE00000777.1,Disease,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",B Lymphocyte
935,IHECRE00000836.1,Disease,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",B Lymphocyte
936,IHECRE00000861.1,Disease,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",B Lymphocyte
937,IHECRE00000695.1,Disease,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",B Lymphocyte
938,IHECRE00000349.2,Healthy/None,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",B Lymphocyte
939,IHECRE00000354.2,Healthy/None,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",B Lymphocyte
940,IHECRE00000645.3,Healthy/None,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",B Lymphocyte
941,IHECRE00000681.1,Healthy/None,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",B Lymphocyte
942,IHECRE00000707.1,Healthy/None,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",B Lymphocyte
943,IHECRE00000776.1,Healthy/None,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",B Lymphocyte
944,IHECRE00000778.3,Healthy/None,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",B Lymphocyte
945,IHECRE00000819.1,Healthy/None,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",B Lymphocyte
946,IHECRE00000820.1,Healthy/None,B lymphocyte,"234,71,100",lymphocyte of B lineage,"234,71,100",B Lymphocyte
